Mod:Item:MetaData, Localized Name
animania:chocolate_truffle, Chocolate Truffle
animania:raw_hereford_beef, Raw Beef (Hereford)
animania:raw_longhorn_beef, Raw Beef (Longhorn)
animania:raw_angus_beef, Raw Beef (Angus)
animania:raw_longhorn_steak, Raw Steak (Longhorn)
animania:raw_hereford_steak, Raw Steak (Hereford)
animania:raw_angus_steak, Raw Steak (Angus)
animania:cooked_longhorn_roast, Roast Beef (Longhorn)
animania:cooked_hereford_roast, Roast Beef (Hereford)
animania:cooked_angus_roast, Roast Beef (Angus)
animania:cooked_longhorn_steak, Cooked Steak (Longhorn)
animania:cooked_hereford_steak, Cooked Steak (Hereford)
animania:cooked_angus_steak, Cooked Steak (Angus)
animania:raw_prime_beef, Raw Prime Beef
animania:cooked_prime_beef, Roast Prime Beef
animania:raw_prime_steak, Raw Prime Steak
animania:cooked_prime_steak, Roast Prime Steak
animania:raw_large_black_pork, Raw Pork (Large Black)
animania:raw_duroc_pork, Raw Pork (Duroc)
animania:raw_old_spot_pork, Raw Pork (Old Spot)
animania:raw_hampshire_pork, Raw Pork (Hampshire)
animania:cooked_large_black_roast, Roast Pork (Large Black)
animania:cooked_duroc_roast, Roast Pork (Duroc)
animania:cooked_old_spot_roast, Roast Pork (Old Spot)
animania:cooked_hampshire_roast, Roast Pork (Hampshire)
animania:cooked_large_black_bacon, Bacon (Large Black)
animania:cooked_duroc_bacon, Bacon (Duroc)
animania:cooked_old_spot_bacon, Bacon (Old Spot)
animania:cooked_hampshire_bacon, Bacon (Hampshire)
animania:raw_prime_pork, Raw Prime Pork
animania:cooked_prime_pork, Roast Prime Pork
animania:raw_prime_bacon, Raw Prime Bacon
animania:cooked_prime_bacon, Roast Prime Bacon
animania:raw_orpington_chicken, Raw Chicken (Orpington)
animania:raw_plymouth_rock_chicken, Raw Chicken (Plymouth Rock)
animania:raw_wyandotte_chicken, Raw Chicken (Wyandotte)
animania:raw_rhode_island_red_chicken, Raw Chicken (Rhode Island Red)
animania:cooked_orpington_chicken, Roast Chicken (Orpington)
animania:cooked_plymouth_rock_chicken, Roast Chicken (Plymouth Rock)
animania:cooked_wyandotte_chicken, Roast Chicken (Wyandotte)
animania:cooked_rhode_island_red_chicken, Roast Chicken (Rhode Island Red)
animania:raw_prime_chicken, Raw Prime Chicken
animania:cooked_prime_chicken, Roast Prime Chicken
animania:brown_egg, Egg
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_large_black_bacon, Raw Bacon (Large Black)
animania:raw_duroc_bacon, Raw Bacon (Duroc)
animania:raw_old_spot_bacon, Raw Bacon (Old Spot)
animania:raw_hampshire_bacon, Raw Bacon (Hampshire)
animania:raw_prime_mutton, Raw Prime Mutton
animania:cooked_prime_mutton, Roast Prime Mutton
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Roast Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_horse, Raw Horse
animania:cooked_horse, Cooked Horse
animania:raw_chevon, Raw Chevon
animania:cooked_chevon, Roast Chevon
animania:raw_prime_chevon, Raw Prime Chevon
animania:cooked_prime_chevon, Roast Prime Chevon
animania:raw_peacock, Raw Peacock
animania:cooked_peacock, Roast Peacock
animania:raw_prime_peacock, Raw Prime peacock
animania:cooked_prime_peacock, Roast Prime Peacock
animania:friesian_cheese_wedge, Cheese Wedge (Friesian)
animania:holstein_cheese_wedge, Cheese Wedge (Holstein)
animania:jersey_cheese_wedge, Cheese Wedge (Jersey)
animania:goat_cheese_wedge, Cheese Wedge (Goat)
animania:sheep_cheese_wedge, Cheese Wedge (Sheep)
animania:entity_egg_random, Random Animal
animania:entity_egg_calf_holstein, Holstein Calf
animania:entity_egg_cow_holstein, Holstein Cow
animania:entity_egg_bull_holstein, Holstein Bull
animania:entity_egg_calf_friesian, Friesian Calf
animania:entity_egg_cow_friesian, Friesian Cow
animania:entity_egg_bull_friesian, Friesian Bull
animania:entity_egg_calf_angus, Angus Calf
animania:entity_egg_cow_angus, Angus Cow
animania:entity_egg_bull_angus, Angus Bull
animania:entity_egg_calf_longhorn, Longhorn Calf
animania:entity_egg_cow_longhorn, Longhorn Cow
animania:entity_egg_bull_longhorn, Longhorn Bull
animania:entity_egg_calf_hereford, Hereford Calf
animania:entity_egg_cow_hereford, Hereford Cow
animania:entity_egg_bull_hereford, Hereford Bull
animania:entity_egg_calf_highland, Highland Calf
animania:entity_egg_cow_highland, Highland Cow
animania:entity_egg_bull_highland, Highland Bull
animania:entity_egg_calf_jersey, Jersey Calf
animania:entity_egg_cow_jersey, Jersey Cow
animania:entity_egg_bull_jersey, Jersey Bull
animania:entity_egg_calf_mooshroom, Mooshrooom Calf
animania:entity_egg_cow_mooshroom, Mooshrooom Cow
animania:entity_egg_bull_mooshroom, Mooshrooom Bull
animania:entity_egg_cow_random, Random Cow
animania:entity_egg_chick_plymouth, Plymouth Rock Chick
animania:entity_egg_hen_plymouth, Plymouth Rock Hen
animania:entity_egg_rooster_plymouth, Plymouth Rock Rooster
animania:entity_egg_chick_leghorn, Leghorn Chick
animania:entity_egg_hen_leghorn, Leghorn Hen
animania:entity_egg_rooster_leghorn, Leghorn Rooster
animania:entity_egg_chick_orpington, Orpington Chick
animania:entity_egg_hen_orpington, Orpington Hen
animania:entity_egg_rooster_orpington, Orpington Rooster
animania:entity_egg_chick_red, Rhode Island Red Chick
animania:entity_egg_hen_red, Rhode Island Red Hen
animania:entity_egg_rooster_red, Rhode Island Red Rooster
animania:entity_egg_chick_wyandotte, Wyandotte Chick
animania:entity_egg_hen_wyandotte, Wyandotte Hen
animania:entity_egg_rooster_wyandotte, Wyandotte Rooster
animania:entity_egg_chicken_random, Random Chicken
animania:entity_egg_peachick_blue, India Blue Peachick
animania:entity_egg_peafowl_blue, India Blue Peahen
animania:entity_egg_peacock_blue, India Blue Peacock 
animania:entity_egg_peachick_taupe, Taupe Peachick
animania:entity_egg_peafowl_taupe, Taupe Peahen
animania:entity_egg_peacock_taupe, Taupe Peacock 
animania:entity_egg_peachick_white, White Peachick
animania:entity_egg_peafowl_white, White Peahen
animania:entity_egg_peacock_white, White Peacock 
animania:entity_egg_peachick_charcoal, Charcoal Peachick
animania:entity_egg_peafowl_charcoal, Charcoal Peahen
animania:entity_egg_peacock_charcoal, Charcoal Peacock 
animania:entity_egg_peachick_opal, Opal Peachick
animania:entity_egg_peafowl_opal, Opal Peahen
animania:entity_egg_peacock_opal, Opal Peacock 
animania:entity_egg_peachick_peach, Peach Peachick
animania:entity_egg_peafowl_peach, Peach Peahen
animania:entity_egg_peacock_peach, Peach Peacock 
animania:entity_egg_peachick_purple, Purple Peachick
animania:entity_egg_peafowl_purple, Purple Peahen
animania:entity_egg_peacock_purple, Purple Peacock 
animania:entity_egg_peacock_random, Random Peacock
animania:entity_egg_piglet_yorkshire, American Yorkshire Piglet
animania:entity_egg_sow_yorkshire, American Yorkshire Sow
animania:entity_egg_hog_yorkshire, American Yorkshire Hog
animania:entity_egg_piglet_oldspot, Old Spot Piglet
animania:entity_egg_sow_oldspot, Old Spot Sow
animania:entity_egg_hog_oldspot, Old Spot Hog
animania:entity_egg_piglet_largeblack, Large Black Piglet
animania:entity_egg_sow_largeblack, Large Black Sow
animania:entity_egg_hog_largeblack, Large Black Hog
animania:entity_egg_piglet_largewhite, Large White Piglet
animania:entity_egg_sow_largewhite, Large White Sow
animania:entity_egg_hog_largewhite, Large White Hog
animania:entity_egg_piglet_duroc, Duroc Piglet
animania:entity_egg_sow_duroc, Duroc Sow
animania:entity_egg_hog_duroc, Duroc Hog
animania:entity_egg_piglet_hampshire, Hampshire Piglet
animania:entity_egg_sow_hampshire, Hampshire Sow
animania:entity_egg_hog_hampshire, Hampshire Hog
animania:entity_egg_pig_random, Random Pig
animania:entity_egg_hamster, Hamster
animania:entity_egg_ferret_grey, Grey Ferret
animania:entity_egg_ferret_white, White Ferret
animania:entity_egg_hedgehog, Hedgehog
animania:entity_egg_hedgehog_albino, Albino Hedgehog
animania:entity_egg_frog, Frog
animania:entity_egg_toad, Toad
animania:entity_egg_dart_frog, Dart Frog
animania:entity_egg_draft_horse_stallion, Draft Horse Stallion
animania:entity_egg_draft_horse_mare, Draft Horse Mare
animania:entity_egg_draft_horse_foal, Draft Horse Foal
animania:entity_egg_kid_alpine, Alpine Kid
animania:entity_egg_buck_alpine, Alpine Buck 
animania:entity_egg_doe_alpine, Alpine Doe
animania:entity_egg_kid_angora, Angora Kid
animania:entity_egg_buck_angora, Angora Buck 
animania:entity_egg_doe_angora, Angora Doe
animania:entity_egg_kid_fainting, Fainting Kid
animania:entity_egg_buck_fainting, Fainting Buck 
animania:entity_egg_doe_fainting, Fainting Doe
animania:entity_egg_kid_kiko, Kiko Kid
animania:entity_egg_buck_kiko, Kiko Buck 
animania:entity_egg_doe_kiko, Kiko Doe
animania:entity_egg_kid_kinder, Kinder Kid
animania:entity_egg_buck_kinder, Kinder Buck 
animania:entity_egg_doe_kinder, Kinder Doe
animania:entity_egg_kid_nigeriandwarf, Nigerian Dwarf Kid
animania:entity_egg_buck_nigeriandwarf, Nigerian Dwarf Buck 
animania:entity_egg_doe_nigeriandwarf, Nigerian Dwarf Doe
animania:entity_egg_kid_pygmy, Pygmy Kid
animania:entity_egg_buck_pygmy, Pygmy Buck 
animania:entity_egg_doe_pygmy, Pygmy Doe
animania:entity_egg_goat_random, Random Goat
animania:entity_egg_ram_friesian, Friesian Ram
animania:entity_egg_ewe_friesian, Friesian Ewe
animania:entity_egg_lamb_friesian, Friesian Lamb
animania:entity_egg_ram_suffolk, Suffolk Ram
animania:entity_egg_ewe_suffolk, Suffolk Ewe
animania:entity_egg_lamb_suffolk, Suffolk Lamb
animania:entity_egg_ram_dorper, Dorper Ram
animania:entity_egg_ewe_dorper, Dorper Ewe
animania:entity_egg_lamb_dorper, Dorper Lamb
animania:entity_egg_ram_dorset, Dorset Ram
animania:entity_egg_ewe_dorset, Dorset Ewe
animania:entity_egg_lamb_dorset, Dorset Lamb
animania:entity_egg_ram_jacob, Jacob Ram
animania:entity_egg_ewe_jacob, Jacob Ewe
animania:entity_egg_lamb_jacob, Jacob Lamb
animania:entity_egg_ram_merino, Merino Ram
animania:entity_egg_ewe_merino, Merino Ewe
animania:entity_egg_lamb_merino, Merino Lamb
animania:entity_egg_sheep_random, Random Sheep
animania:entity_egg_buck_cottontail, Cottontail Buck
animania:entity_egg_doe_cottontail, Cottontail Doe
animania:entity_egg_kit_cottontail, Cottontail Kit
animania:entity_egg_buck_chinchilla, Chinchilla Buck
animania:entity_egg_doe_chinchilla, Chinchilla Doe
animania:entity_egg_kit_chinchilla, Chinchilla Kit
animania:entity_egg_buck_dutch, Dutch Buck
animania:entity_egg_doe_dutch, Dutch Doe
animania:entity_egg_kit_dutch, Dutch Kit
animania:entity_egg_buck_havana, Havana Buck
animania:entity_egg_doe_havana, Havana Doe
animania:entity_egg_kit_havana, Havana Kit
animania:entity_egg_buck_jack, Jack Buck
animania:entity_egg_doe_jack, Jack Doe
animania:entity_egg_kit_jack, Jack Kit
animania:entity_egg_buck_lop, Lop Buck
animania:entity_egg_doe_lop, Lop Doe
animania:entity_egg_kit_lop, Lop Kit
animania:entity_egg_buck_newzealand, New Zealand Buck
animania:entity_egg_doe_newzealand, New Zealand Doe
animania:entity_egg_kit_newzealand, New Zealand Kit
animania:entity_egg_buck_rex, Rex Buck
animania:entity_egg_doe_rex, Rex Doe
animania:entity_egg_kit_rex, Rex Kit
animania:entity_egg_rabbit_random, Random Rabbit
animania:block_straw, Straw
animania:friesian_cheese_wheel, Cheese Wheel (Friesian)
animania:holstein_cheese_wheel, Cheese Wheel (Holstein)
animania:jersey_cheese_wheel, Cheese Wheel (Jersey)
animania:goat_cheese_wheel, Cheese Wheel (Goat)
animania:sheep_cheese_wheel, Cheese Wheel (Sheep)
animania:cheese_mold, Cheese Mold
animania:salt_lick:0, Salt Lick
animania:wool:0, Wool (Dorset, Brown)
animania:wool:1, Wool (Friesian, Black)
animania:wool:2, Wool (Friesian, Brown)
animania:wool:3, Wool (Jacob)
animania:wool:4, Wool (Merino, Brown)
animania:wool:5, Wool (Merino, White)
animania:wool:6, Wool (Suffolk, Brown)
animania:block_mud, Mud
animania:block_trough, Trough
animania:block_nest, Nest
animania:block_hamster_wheel, Hamster Wheel
atlcraft:atlcraft_bayberry_plant, Bayberry Bush
atlcraft:atlcraft_tallow_block, Tallow Block
atlcraft:atlcraft_wax_block, Bayberry Wax Block
atlcraft:atlcraft_castiron_block, Cast Iron Block
atlcraft:atlcraft_candle01_stone_natural, Candle
atlcraft:atlcraft_candle01_stone_red, Red Candle
atlcraft:atlcraft_candle01_stone_orange, Orange Candle
atlcraft:atlcraft_candle01_stone_yellow, Yellow Candle
atlcraft:atlcraft_candle01_stone_lime, Lime Candle
atlcraft:atlcraft_candle01_stone_green, Green Candle
atlcraft:atlcraft_candle01_stone_cyan, Cyan Candle
atlcraft:atlcraft_candle01_stone_lightblue, Light Blue Candle
atlcraft:atlcraft_candle01_stone_blue, Blue Candle
atlcraft:atlcraft_candle01_stone_purple, Purple Candle
atlcraft:atlcraft_candle01_stone_magenta, Magenta Candle
atlcraft:atlcraft_candle01_stone_pink, Pink Candle
atlcraft:atlcraft_candle01_stone_brown, Brown Candle
atlcraft:atlcraft_candle01_stone_black, Black Candle
atlcraft:atlcraft_candle01_stone_grey, Gray Candle
atlcraft:atlcraft_candle01_stone_lightgrey, Silver Candle
atlcraft:atlcraft_candle01_stone_white, White Candle
atlcraft:atlcraft_candle02, Thin Cast Iron Candle
atlcraft:atlcraft_candle02_iron, Thin Iron Candle
atlcraft:atlcraft_candle02_gold, Thin Gold Candle
atlcraft:atlcraft_candle02_stone, Thin Stone Candle
atlcraft:atlcraft_candle02_redstone, Thin Redstone Candle
atlcraft:atlcraft_candle02_emerald, Thin Emerald Candle
atlcraft:atlcraft_candle02_diamond, Thin Diamond Candle
atlcraft:atlcraft_candle02_lapis, Thin Lapis Lazuli Candle
atlcraft:atlcraft_candle02_glass, Thin Glass Candle
atlcraft:atlcraft_candle03, Rustic Oak Wood Candle
atlcraft:atlcraft_candle03_birch, Rustic Birch Wood Candle
atlcraft:atlcraft_candle03_acacia, Rustic Acacia Wood Candle
atlcraft:atlcraft_candle03_darkoak, Rustic Dark Oak Wood Candle
atlcraft:atlcraft_candle03_jungle, Rustic Jungle Wood Candle
atlcraft:atlcraft_candle03_spruce, Rustic Spruce Wood Candle
atlcraft:atlcraft_candle04, Cast Iron Wrapped Wood Candle
atlcraft:atlcraft_candle04_iron, Iron Wrapped Wood Candle
atlcraft:atlcraft_candle05, Thick Stone Candle
atlcraft:atlcraft_candle05_iron, Thick Iron Candle
atlcraft:atlcraft_candle05_castiron, Thick Cast Iron Candle
atlcraft:atlcraft_candle05_gold, Thick Gold Candle
atlcraft:atlcraft_candle06, Cast Iron Chamber Candlestick
atlcraft:atlcraft_candle06_iron, Iron Chamber Candlestick
atlcraft:atlcraft_candle06_gold, Gold Chamber Candlestick
atlcraft:atlcraft_candle07, Terracotta Bowl Candle
atlcraft:atlcraft_candle07_white, White Terracotta Bowl Candle
atlcraft:atlcraft_candle07_orange, Orange Terracotta Bowl Candle
atlcraft:atlcraft_candle07_magenta, Magenta Terracotta Bowl Candle
atlcraft:atlcraft_candle07_lightblue, Light Blue Terracotta Bowl Candle
atlcraft:atlcraft_candle07_yellow, Yellow Terracotta Bowl Candle
atlcraft:atlcraft_candle07_lime, Lime Terracotta Bowl Candle
atlcraft:atlcraft_candle07_pink, Pink Terracotta Bowl Candle
atlcraft:atlcraft_candle07_gray, Gray Terracotta Bowl Candle
atlcraft:atlcraft_candle07_lightgray, Light Gray Terracotta Bowl Candle
atlcraft:atlcraft_candle07_cyan, Cyan Terracotta Bowl Candle
atlcraft:atlcraft_candle07_purple, Purple Terracotta Bowl Candle
atlcraft:atlcraft_candle07_blue, Blue Terracotta Bowl Candle
atlcraft:atlcraft_candle07_brown, Brown Terracotta Bowl Candle
atlcraft:atlcraft_candle07_green, Green Terracotta Bowl Candle
atlcraft:atlcraft_candle07_red, Red Terracotta Bowl Candle
atlcraft:atlcraft_candle07_black, Black Terracotta Bowl Candle
atlcraft:atlcraft_candle07_stone, Stone Bowl Candle
atlcraft:atlcraft_candle09, Thin Cast Iron Candlestick
atlcraft:atlcraft_candle09_iron, Thin Iron Candlestick
atlcraft:atlcraft_candle09_gold, Thin Gold Candlestick
atlcraft:atlcraft_candle09_redstone, Thin Redstone Candlestick
atlcraft:atlcraft_candle09_diamond, Thin Diamond Candlestick
atlcraft:atlcraft_candle09_emerald, Thin Emerald Candlestick
atlcraft:atlcraft_candle09_lapis, Thin Lapis Lazuli Candlestick
atlcraft:atlcraft_candle09_glass, Thin Glass Candlestick
atlcraft:atlcraft_candle10, Large Cast Iron Candelabra
atlcraft:atlcraft_candle10_iron, Large Iron Candelabra
atlcraft:atlcraft_candle10_gold, Large Gold Candelabra
atlcraft:atlcraft_candle10_redstone, Large Redstone Candelabra
atlcraft:atlcraft_candle10_diamond, Large Diamond Candelabra
atlcraft:atlcraft_candle10_emerald, Large Emerald Candelabra
atlcraft:atlcraft_candle10_lapis, Large Lapis Lazuli Candelabra
atlcraft:atlcraft_candle10_glass, Large Glass Candelabra
atlcraft:atlcraft_candle11, Cast Iron Framed Candle
atlcraft:atlcraft_candle11_iron, Iron Framed Candle
atlcraft:atlcraft_candle11_gold, Gold Framed Candle
atlcraft:atlcraft_candle12, Cast Iron Barred Candle
atlcraft:atlcraft_candle12_iron, Iron Barred Candle
atlcraft:atlcraft_candle12_gold, Gold Barred Candle
atlcraft:atlcraft_candle13, Short Stone Candle
atlcraft:atlcraft_candle13_iron, Short Iron Candle
atlcraft:atlcraft_candle13_castiron, Short Cast Iron Candle
atlcraft:atlcraft_candle13_gold, Short Gold Candle
atlcraft:atlcraft_candle14, Cast Iron Candle Stand
atlcraft:atlcraft_candle14_iron, Iron Candle Stand
atlcraft:atlcraft_candle14_gold, Gold Candle Stand
atlcraft:atlcraft_candle14_redstone, Redstone Candle Stand
atlcraft:atlcraft_candle14_diamond, Diamond Candle Stand
atlcraft:atlcraft_candle14_emerald, Emerald Candle Stand
atlcraft:atlcraft_candle14_lapis, Lapis Lazuli Candle Stand
atlcraft:atlcraft_candle14_glass, Glass Candle Stand
atlcraft:atlcraft_candle15, Cast Iron Candlestick
atlcraft:atlcraft_candle15_stone, Stone Candlestick
atlcraft:atlcraft_candle15_oak, Oak Wood Candlestick
atlcraft:atlcraft_candle15_birch, Birch Wood Candlestick
atlcraft:atlcraft_candle15_acacia, Acacia Wood Candlestick
atlcraft:atlcraft_candle15_darkoak, Dark Oak Wood Candlestick
atlcraft:atlcraft_candle15_jungle, Jungle Wood Candlestick
atlcraft:atlcraft_candle15_spruce, Spruce Wood Candlestick
atlcraft:atlcraft_candle15_iron, Iron Candlestick
atlcraft:atlcraft_candle15_gold, Gold Candlestick
atlcraft:atlcraft_candle15_redstone, Redstone Candlestick
atlcraft:atlcraft_candle15_diamond, Diamond Candlestick
atlcraft:atlcraft_candle15_emerald, Emerald Candlestick
atlcraft:atlcraft_candle15_lapis, Lapis Candlestick
atlcraft:atlcraft_candle15_glass, Glass Candlestick
atlcraft:atlcraft_candle16, Oak Wood Candle Holder
atlcraft:atlcraft_candle16_iron, Iron Candle Holder
atlcraft:atlcraft_candle16_castiron, Cast Iron Candle Holder
atlcraft:atlcraft_candle16_gold, Gold Candle Holder
atlcraft:atlcraft_candle16_stone, Stone Candle Holder
atlcraft:atlcraft_candle16_birch, Birch Wood Candle Holder
atlcraft:atlcraft_candle16_acacia, Acacia Wood Candle Holder
