+-------------------------------------+---------------------------------------------------------------------------------------+-----------+--------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                                         |
| of the Block class in question. The actual final values may be different                                                                               |
| for different states of the block, or they may depend on a TileEntity etc.                                                                             |
+-------------------------------------+---------------------------------------------------------------------------------------+-----------+--------------+
| Mod name                            | Registry name                                                                         |  Hardness |   Resistance |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle_creeperhead_black                                            |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle_enderman                                                     |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle_enderman_purple                                              |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle_skull                                                        |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle_skull_red                                                    |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle_zombiehead                                                   |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_candle_zombiehead_green                                             |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_castiron_block                                                      |      3.00 |        15.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chain1                                                              |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chain1_gold                                                         |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chainlong1                                                          |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chainlong1_gold                                                     |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chainlongbottom1                                                    |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chainlongbottom1_gold                                               |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1                                                         |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_acacia                                                  |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_birch                                                   |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_castiron                                                |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_darkoak                                                 |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_diamond                                                 |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_emerald                                                 |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_gold                                                    |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_iron                                                    |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_jungle                                                  |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_lapis                                                   |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_oak                                                     |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_redstone                                                |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_spruce                                                  |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier1_stone                                                   |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier2                                                         |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier2_gold                                                    |      1.00 |         5.00 |
| ATLCraft Candles Mod                | atlcraft:atlcraft_chandelier2_iron                                                    |      1.00 |         5.00 |
